prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Considering the statement, ""I see beauty in things that others might not notice"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip68,d14-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9773757248406965,-5.640799045562744,-7.933831691741943,-1.4256893396377563,-2.326819896697998,-0.4533134400844574
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Considering the statement, ""[REDACTED]"", please decide to what extent this describes you on a scale from 1 to 5 (where 1 = ""strongly disagree"", 2 = ""disagree"", 3 = ""neither agree nor disagree"", 4 = ""agree"", 5 = ""strongly agree"").

RATING: ",SSCS,Short Scale of Creative Self,CSE,sscs6,d14-cs6,plk-sscs-0,likert5_numeric,none,llama2:7b-chat,3,0.36686188825280147,-5.112580299377441,-8.967365264892578,-3.689302444458008,-4.367549896240234,-1.1299724578857422
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I am a creature of habit"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip228,d14-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9800338040547666,-4.928308486938477,-7.325572967529297,-1.5605618953704834,-1.562406301498413,-0.5933244228363037
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I am always prepared"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip55,d14-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9836299507364203,-5.529238700866699,-8.461528778076172,-2.490053176879883,-1.8754826784133911,-0.29670536518096924
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I am comfortable in unfamiliar situations"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip226,d14-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.967206773878765,-5.833169937133789,-8.067564010620117,-1.5258501768112183,-1.8737925291061401,-0.5225809812545776
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I am not interested in theoretical discussions"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip263,d14-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9747099516748411,-4.475616455078125,-8.021997451782227,-2.1428680419921875,-1.9229755401611328,-0.3573761582374573
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I avoid mistakes"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip30,d14-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9713910619047619,-3.403846025466919,-6.520705699920654,-1.0896236896514893,-1.909857988357544,-0.7935670018196106
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I believe laws should be strictly enforced"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip208,d14-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9731334081933767,-5.515845775604248,-8.084421157836914,-2.260683536529541,-1.8258576393127441,-0.35176706314086914
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I express childlike joy"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip87,d14-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9745883255466092,-4.3639912605285645,-7.522736072540283,-1.3868963718414307,-1.7278940677642822,-0.6277106404304504
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I get irritated easily"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip36,d14-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9742844717174164,-5.401920318603516,-8.390687942504883,-2.0535640716552734,-1.7937813997268677,-0.39312753081321716
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I like to solve complex problems"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip23,d14-ev2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9539453641820521,-4.533156871795654,-6.714492321014404,-1.1714482307434082,-1.6597599983215332,-0.8167099952697754
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I stick to my chosen path"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip90,d14-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9838506030898075,-4.869948387145996,-8.838994026184082,-2.8499107360839844,-2.194812774658203,-0.21467578411102295
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""I waste my time"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip205,d14-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9508425286893187,-5.410216331481934,-7.779025077819824,-1.7649850845336914,-1.6255617141723633,-0.5482454299926758
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Evaluating the statement, ""[REDACTED]"", indicate to what extent you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas12,d14-ev2,plk-panas-0,likert5_numeric,none,llama2:7b-chat,3,0.5872676369391062,-6.773250579833984,-9.251337051391602,-4.369638442993164,-2.705836296081543,-0.6801175475120544
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""I cheer people up"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip122,d14-rf2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9397928096794343,-5.911484241485596,-7.832197666168213,-1.4463410377502441,-2.0514817237854004,-0.5573697686195374
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""I don't worry about things that have already happened"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip241,d14-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9764769644384604,-4.741896629333496,-7.47585391998291,-1.0055077075958252,-2.3151772022247314,-0.6879989504814148
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""I enjoy being part of a group"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip67,d14-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9810901637628123,-5.574960708618164,-8.564756393432617,-1.6920082569122314,-2.325272798538208,-0.3635532259941101
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""I interested in many things"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip78,d14-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9718463044686912,-5.298724174499512,-8.5263032913208,-1.6409748792648315,-2.1491823196411133,-0.4211682379245758
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""I love to eat"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip141,d14-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9463868138741693,-6.35723876953125,-9.016408920288086,-2.664163827896118,-1.8812143802642822,-0.32508108019828796
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""Is outgoing; likes to be with people"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-EXT,bf36,d14-rf2,plk-bfi-103,likert5_numeric,none,llama2:7b-chat,5,0.9309998766197071,-5.489307403564453,-8.037576675415039,-1.9145658016204834,-2.4485433101654053,-0.3671281337738037
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Reflecting on the statement, ""[REDACTED]"", rate how characteristic this is of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,ANGR,bpaq18,d14-rf2,plk-bpaq-0,likert5_numeric,none,llama2:7b-chat,3,0.459829710203437,-5.312709331512451,-7.5024943351745605,-2.2303271293640137,-1.4469218254089355,-2.1931681632995605
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Regarding the statement, ""I am afraid of many things"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip61,d14-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9770582566542391,-5.553415298461914,-8.179577827453613,-2.243657350540161,-1.807460069656372,-0.3527348041534424
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Regarding the statement, ""I am calm even in tense situations"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip296,d14-rg6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9644547347909047,-5.472287178039551,-6.535943031311035,-1.234486699104309,-1.638520359992981,-0.7474948167800903
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Regarding the statement, ""I get others to do my duties"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip225,d14-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.8915671705049032,-5.5965118408203125,-7.578817367553711,-2.0510616302490234,-2.2961654663085938,-0.41839399933815
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Regarding the statement, ""[REDACTED]"", rate how characteristic this is of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,PHYS,bpaq7,d14-rg6,plk-bpaq-0,likert5_numeric,none,llama2:7b-chat,3,0.37241740883321556,-5.755756855010986,-8.043123245239258,-2.682323932647705,-1.6988605260849,-2.1401619911193848
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Thinking about the statement, ""I carry out my plans"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip145,d14-th2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9608288220059691,-4.80600118637085,-7.013777256011963,-1.5108377933502197,-1.7110559940338135,-0.5972025990486145
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Thinking about the statement, ""I start tasks right away"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip85,d14-th2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9724202500785839,-4.5522332191467285,-7.369069576263428,-1.1985400915145874,-1.6798137426376343,-0.7482303380966187
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Thinking about the statement, ""Is curious about lots of different things"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf10,d14-th2,plk-bfi-103,likert5_numeric,none,llama2:7b-chat,5,0.9518511480135939,-4.838436126708984,-8.509430885314941,-2.2324278354644775,-2.971397638320923,-0.24177756905555725
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Thinking about the statement, ""Is sad, depressed"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf4,d14-th2,plk-bfi-103,likert5_numeric,none,llama2:7b-chat,5,0.9335689427701815,-3.527323007583618,-7.198397636413574,-2.0976297855377197,-2.6526167392730713,-0.3421747386455536
"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I've borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival."". Thinking about the statement, ""[REDACTED]"", indicate to what extent you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,NA,panas8,d14-th2,plk-panas-0,likert5_numeric,none,llama2:7b-chat,3,0.4454570482394055,-6.609419345855713,-9.334065437316895,-4.459325313568115,-3.7671828269958496,-0.89322429895401
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Considering the statement, ""I make rash decisions"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip150,d21-cs6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9048086525515808,-5.362679481506348,-7.904071807861328,-2.117995023727417,-2.467442274093628,-0.3643081784248352
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Considering the statement, ""I often eat too much"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip21,d21-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9361527298157741,-4.408227920532227,-5.975279808044434,-1.002878189086914,-1.9030628204345703,-0.9026298522949219
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Considering the statement, ""[REDACTED]"", please rate how characteristic this is of you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),CONF,pvq4,d21-cs6,plk-pvq-3,likert6_numeric,none,llama2:7b-chat,5,0.9473163930247848,-7.061680793762207,-8.20984935760498,-3.878066062927246,-1.9101591110229492,-0.28426072001457214
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Evaluating the statement, ""I am not bothered by disorder"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip280,d21-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9733217803947211,-6.190362930297852,-8.06519603729248,-2.0127391815185547,-2.066671371459961,-0.34146302938461304
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Evaluating the statement, ""I do crazy things"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip240,d21-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9481042357534447,-5.3849616050720215,-7.034037113189697,-1.433854579925537,-1.9370856285095215,-0.5795931220054626
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Evaluating the statement, ""I keep in the background"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip192,d21-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9246746890052358,-4.941760063171387,-7.534822463989258,-1.9376583099365234,-1.5434036254882812,-0.5810603499412537
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Evaluating the statement, ""I make people feel uncomfortable"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip224,d21-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9474081379974664,-5.490731239318848,-6.574459075927734,-1.4635924100875854,-1.9472101926803589,-0.565963625907898
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Reflecting on the statement, ""I believe that I am better than others"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip144,d21-rf2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9750165867438776,-4.170150279998779,-6.481229305267334,-1.0276044607162476,-2.6552062034606934,-0.6350911855697632
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Reflecting on the statement, ""I consider myself an average person"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip84,d21-rf2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,3,0.9371904691944193,-5.009375095367432,-6.528992176055908,-0.8412651419639587,-1.8280377388000488,-1.0871930122375488
"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter."". Reflecting on the statement, ""[REDACTED]"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas1,d21-rf2,plk-panas-9,likert5_numeric,none,llama2:7b-chat,5,0.8732727936305433,-5.099852561950684,-7.907703399658203,-2.358363151550293,-1.9004545211791992,-0.47363951802253723
